atc_name|atc_code|level
betamethasone|D07XC01|7
desoximetasone|D07XC02|7
mometasone|D07XC03|7
diflucortolone|D07XC04|7
fluocortolone|D07XC05|7
Corticosteroids, very potent, other combinations|D07XD|5
ANTISEPTICS AND DISINFECTANTS|D08|3
ANTISEPTICS AND DISINFECTANTS|D08A|4
Acridine derivatives|D08AA|5
ethacridine lactate|D08AA01|7
aminoacridine|D08AA02|7
euflavine|D08AA03|7
Aluminium agents|D08AB|5
Biguanides and amidines|D08AC|5
dibrompropamidine|D08AC01|7
chlorhexidine|D08AC02|7
propamidine|D08AC03|7
hexamidine|D08AC04|7
polihexanide|D08AC05|7
chlorhexidine, combinations|D08AC52|7
Boric acid products|D08AD|5
Phenol and derivatives|D08AE|5
hexachlorophene|D08AE01|7
policresulen|D08AE02|7
phenol|D08AE03|7
triclosan|D08AE04|7
chloroxylenol|D08AE05|7
biphenylol|D08AE06|7
Nitrofuran derivatives|D08AF|5
nitrofural|D08AF01|7
Iodine products|D08AG|5
iodine/octylphenoxypolyglycolether|D08AG01|7
povidone-iodine|D08AG02|7
iodine|D08AG03|7
diiodohydroxypropane|D08AG04|7
Quinoline derivatives|D08AH|5
dequalinium|D08AH01|7
chlorquinaldol|D08AH02|7
oxyquinoline|D08AH03|7
clioquinol|D08AH30|7
Quaternary ammonium compounds|D08AJ|5
benzalkonium|D08AJ01|7
cetrimonium|D08AJ02|7
cetylpyridinium|D08AJ03|7
cetrimide|D08AJ04|7
benzoxonium chloride|D08AJ05|7
didecyldimethylammonium chloride|D08AJ06|7
benzethonium chloride|D08AJ08|7
decamethoxine|D08AJ10|7
octenidine, combinations|D08AJ57|7
benzethonium chloride, combinations|D08AJ58|7
dodeclonium bromide, combinations|D08AJ59|7
Mercurial products|D08AK|5
mercuric amidochloride|D08AK01|7
phenylmercuric borate|D08AK02|7
mercuric chloride|D08AK03|7
merbromin|D08AK04|7
mercury, metallic|D08AK05|7
thiomersal|D08AK06|7
mercuric iodide|D08AK30|7
Silver compounds|D08AL|5
silver nitrate|D08AL01|7
silver|D08AL30|7
Other antiseptics and disinfectants|D08AX|5
hydrogen peroxide|D08AX01|7
eosin|D08AX02|7
propanol|D08AX03|7
tosylchloramide sodium|D08AX04|7
isopropanol|D08AX05|7
potassium permanganate|D08AX06|7
sodium hypochlorite|D08AX07|7
ethanol|D08AX08|7
propanol, combinations|D08AX53|7
MEDICATED DRESSINGS|D09|3
MEDICATED DRESSINGS|D09A|4
Medicated dressings with antiinfectives|D09AA|5
framycetin|D09AA01|7
fusidic acid|D09AA02|7
nitrofural|D09AA03|7
phenylmercuric nitrate|D09AA04|7
benzododecinium|D09AA05|7
triclosan|D09AA06|7
cetylpyridinium|D09AA07|7
aluminium chlorohydrate|D09AA08|7
povidone-iodine|D09AA09|7
clioquinol|D09AA10|7
benzalkonium|D09AA11|7
chlorhexidine|D09AA12|7
iodoform|D09AA13|7
Zinc bandages|D09AB|5
zinc bandage without supplements|D09AB01|7
zinc bandage with supplements|D09AB02|7
Soft paraffin dressings|D09AX|5
ANTI-ACNE PREPARATIONS|D10|3
ANTI-ACNE PREPARATIONS FOR TOPICAL USE|D10A|4
Corticosteroids, combinations for treatment of acne|D10AA|5
fluorometholone|D10AA01|7
methylprednisolone|D10AA02|7
dexamethasone|D10AA03|7
Preparations containing sulfur|D10AB|5
bithionol|D10AB01|7
sulfur|D10AB02|7
tioxolone|D10AB03|7
mesulfen|D10AB05|7
Retinoids for topical use in acne|D10AD|5
tretinoin|D10AD01|7
retinol|D10AD02|7
adapalene|D10AD03|7
isotretinoin|D10AD04|7
motretinide|D10AD05|7
trifarotene|D10AD06|7
tretinoin, combinations|D10AD51|7
adapalene, combinations|D10AD53|7
isotretinoin, combinations|D10AD54|7
Peroxides|D10AE|5
benzoyl peroxide|D10AE01|7
benzoyl peroxide, combinations|D10AE51|7
Antiinfectives for treatment of acne|D10AF|5
clindamycin|D10AF01|7
erythromycin|D10AF02|7
chloramphenicol|D10AF03|7
meclocycline|D10AF04|7
nadifloxacin|D10AF05|7
sulfacetamide|D10AF06|7
minocycline|D10AF07|7
clindamycin, combinations|D10AF51|7
erythromycin, combinations|D10AF52|7
Other anti-acne preparations for topical use|D10AX|5
aluminium chloride|D10AX01|7
resorcinol|D10AX02|7
azelaic acid|D10AX03|7
aluminium oxide|D10AX04|7
dapsone|D10AX05|7
clascoterone|D10AX06|7
various combinations|D10AX30|7
ANTI-ACNE PREPARATIONS FOR SYSTEMIC USE|D10B|4
Retinoids for treatment of acne|D10BA|5
isotretinoin|D10BA01|7
Other anti-acne preparations for systemic use|D10BX|5
ichtasol|D10BX01|7
OTHER DERMATOLOGICAL PREPARATIONS|D11|3
OTHER DERMATOLOGICAL PREPARATIONS|D11A|4
Antihidrotics|D11AA|5
glycopyrronium|D11AA01|7
Medicated shampoos|D11AC|5
cetrimide|D11AC01|7
cadmium compounds|D11AC02|7
selenium compounds|D11AC03|7
povidone-iodine|D11AC06|7
sulfur compounds|D11AC08|7
xenysalate|D11AC09|7
others|D11AC30|7
Androgens for topical use|D11AE|5
metandienone|D11AE01|7
Wart and anti-corn preparations|D11AF|5
Agents for dermatitis, excluding corticosteroids|D11AH|5
tacrolimus|D11AH01|7
pimecrolimus|D11AH02|7
cromoglicic acid|D11AH03|7
alitretinoin|D11AH04|7
dupilumab|D11AH05|7
crisaborole|D11AH06|7
tralokinumab|D11AH07|7
abrocitinib|D11AH08|7
ruxolitinib|D11AH09|7
lebrikizumab|D11AH10|7
delgocitinib|D11AH11|7
nemolizumab|D11AH12|7
Other dermatologicals|D11AX|5
minoxidil|D11AX01|7
gamolenic acid|D11AX02|7
calcium gluconate|D11AX03|7
lithium succinate|D11AX04|7
magnesium sulfate|D11AX05|7
mequinol|D11AX06|7
tiratricol|D11AX08|7
oxaceprol|D11AX09|7
finasteride|D11AX10|7
hydroquinone|D11AX11|7
pyrithione zinc|D11AX12|7
monobenzone|D11AX13|7
eflornithine|D11AX16|7
diclofenac|D11AX18|7
brimonidine|D11AX21|7
ivermectin|D11AX22|7
aminobenzoate potassium|D11AX23|7
deoxycholic acid|D11AX24|7
hydrogen peroxide|D11AX25|7
caffeine|D11AX26|7
oxymetazoline|D11AX27|7
gamolenic acid, combinations|D11AX52|7
collagen, combinations|D11AX57|7
GENITO URINARY SYSTEM AND SEX HORMONES|G|1
GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS|G01|3
ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS|G01A|4
Antibiotics|G01AA|5
nystatin|G01AA01|7
natamycin|G01AA02|7
amphotericin B|G01AA03|7
candicidin|G01AA04|7
chloramphenicol|G01AA05|7
hachimycin|G01AA06|7
oxytetracycline|G01AA07|7
carfecillin|G01AA08|7
mepartricin|G01AA09|7
clindamycin|G01AA10|7
pentamycin|G01AA11|7
nystatin, combinations|G01AA51|7
Arsenic compounds|G01AB|5
acetarsol|G01AB01|7
Quinoline derivatives|G01AC|5
diiodohydroxyquinoline|G01AC01|7
clioquinol|G01AC02|7
chlorquinaldol|G01AC03|7
dequalinium|G01AC05|7
broxyquinoline|G01AC06|7
oxyquinoline|G01AC30|7
Organic acids|G01AD|5
lactic acid|G01AD01|7
acetic acid|G01AD02|7
ascorbic acid|G01AD03|7
Sulfonamides|G01AE|5
sulfatolamide|G01AE01|7
combinations of sulfonamides|G01AE10|7
Imidazole derivatives|G01AF|5
metronidazole|G01AF01|7
clotrimazole|G01AF02|7
miconazole|G01AF04|7
econazole|G01AF05|7
ornidazole|G01AF06|7
isoconazole|G01AF07|7
tioconazole|G01AF08|7
ketoconazole|G01AF11|7
fenticonazole|G01AF12|7
azanidazole|G01AF13|7
propenidazole|G01AF14|7
butoconazole|G01AF15|7
omoconazole|G01AF16|7
oxiconazole|G01AF17|7
flutrimazole|G01AF18|7
sertaconazole|G01AF19|7
combinations of imidazole derivatives|G01AF20|7
tinidazole|G01AF21|7
econazole, combinations|G01AF55|7
Triazole derivatives|G01AG|5
terconazole|G01AG02|7
Other antiinfectives and antiseptics|G01AX|5
clodantoin|G01AX01|7
inosine|G01AX02|7
policresulen|G01AX03|7
nifuratel|G01AX05|7
furazolidone|G01AX06|7
methylrosaniline|G01AX09|7
povidone-iodine|G01AX11|7
ciclopirox|G01AX12|7
protiofate|G01AX13|7
lactobacillus|G01AX14|7
copper usnate|G01AX15|7
hexetidine|G01AX16|7
dapivirine|G01AX17|7
octenidine, combinations|G01AX66|7
ANTIINFECTIVES/ANTISEPTICS IN COMBINATION WITH CORTICOSTEROIDS|G01B|4
Antibiotics and corticosteroids|G01BA|5
Quinoline derivatives and corticosteroids|G01BC|5
Antiseptics and corticosteroids|G01BD|5
Sulfonamides and corticosteroids|G01BE|5
Imidazole derivatives and corticosteroids|G01BF|5
OTHER GYNECOLOGICALS|G02|3
UTEROTONICS|G02A|4
Ergot alkaloids|G02AB|5
methylergometrine|G02AB01|7
ergot alkaloids|G02AB02|7
ergometrine|G02AB03|7
Ergot alkaloids and oxytocin incl. analogues, in combination|G02AC|5
methylergometrine and oxytocin|G02AC01|7
Prostaglandins|G02AD|5
dinoprost|G02AD01|7
dinoprostone|G02AD02|7
gemeprost|G02AD03|7
carboprost|G02AD04|7
sulprostone|G02AD05|7
misoprostol|G02AD06|7
Other uterotonics|G02AX|5
CONTRACEPTIVES FOR TOPICAL USE|G02B|4
Intrauterine contraceptives|G02BA|5
plastic IUD|G02BA01|7
plastic IUD with copper|G02BA02|7
plastic IUD with progestogen|G02BA03|7
Intravaginal contraceptives|G02BB|5
vaginal ring with progestogen and estrogen|G02BB01|7
vaginal ring with progestogen|G02BB02|7
OTHER GYNECOLOGICALS|G02C|4
Sympathomimetics, labour repressants|G02CA|5
ritodrine|G02CA01|7
buphenine|G02CA02|7
fenoterol|G02CA03|7
Prolactine inhibitors|G02CB|5
bromocriptine|G02CB01|7
lisuride|G02CB02|7
cabergoline|G02CB03|7
quinagolide|G02CB04|7
metergoline|G02CB05|7
terguride|G02CB06|7
Antiinflammatory products for vaginal administration|G02CC|5
ibuprofen|G02CC01|7
naproxen|G02CC02|7
benzydamine|G02CC03|7
flunoxaprofen|G02CC04|7
Other gynecologicals|G02CX|5
atosiban|G02CX01|7
flibanserin|G02CX02|7
Agni casti fructus|G02CX03|7
Cimicifugae rhizoma|G02CX04|7
bremelanotide|G02CX05|7
fezolinetant|G02CX06|7
SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM|G03|3
HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE|G03A|4
Progestogens and estrogens, fixed combinations|G03AA|5
etynodiol and ethinylestradiol|G03AA01|7
quingestanol and ethinylestradiol|G03AA02|7
lynestrenol and ethinylestradiol|G03AA03|7
megestrol and ethinylestradiol|G03AA04|7
norethisterone and ethinylestradiol|G03AA05|7
norgestrel and ethinylestradiol|G03AA06|7
levonorgestrel and ethinylestradiol|G03AA07|7
medroxyprogesterone and ethinylestradiol|G03AA08|7
desogestrel and ethinylestradiol|G03AA09|7
gestodene and ethinylestradiol|G03AA10|7
norgestimate and ethinylestradiol|G03AA11|7
drospirenone and ethinylestradiol|G03AA12|7
norelgestromin and ethinylestradiol|G03AA13|7
nomegestrol and estradiol|G03AA14|7
chlormadinone and ethinylestradiol|G03AA15|7
dienogest and ethinylestradiol|G03AA16|7
medroxyprogesterone and estradiol|G03AA17|7
drospirenone and estetrol|G03AA18|7
Progestogens and estrogens, sequential preparations|G03AB|5
megestrol and ethinylestradiol|G03AB01|7
lynestrenol and ethinylestradiol|G03AB02|7
levonorgestrel and ethinylestradiol|G03AB03|7
norethisterone and ethinylestradiol|G03AB04|7
desogestrel and ethinylestradiol|G03AB05|7
gestodene and ethinylestradiol|G03AB06|7
chlormadinone and ethinylestradiol|G03AB07|7
dienogest and estradiol|G03AB08|7
norgestimate and ethinylestradiol|G03AB09|7
Progestogens|G03AC|5
norethisterone|G03AC01|7
lynestrenol|G03AC02|7
levonorgestrel|G03AC03|7
quingestanol|G03AC04|7
megestrol|G03AC05|7
medroxyprogesterone|G03AC06|7
norgestrienone|G03AC07|7
etonogestrel|G03AC08|7
desogestrel|G03AC09|7
drospirenone|G03AC10|7
Emergency contraceptives|G03AD|5
levonorgestrel|G03AD01|7
ulipristal|G03AD02|7
ANDROGENS|G03B|4
3-oxoandrosten (4) derivatives|G03BA|5
fluoxymesterone|G03BA01|7
methyltestosterone|G03BA02|7
testosterone|G03BA03|7
5-androstanon (3) derivatives|G03BB|5
mesterolone|G03BB01|7
androstanolone|G03BB02|7
ESTROGENS|G03C|4
Natural and semisynthetic estrogens, plain|G03CA|5
ethinylestradiol|G03CA01|7
estradiol|G03CA03|7
estriol|G03CA04|7
chlorotrianisene|G03CA06|7
estrone|G03CA07|7
promestriene|G03CA09|7
estradiol, combinations|G03CA53|7
conjugated estrogens|G03CA57|7
Synthetic estrogens, plain|G03CB|5
dienestrol|G03CB01|7
diethylstilbestrol|G03CB02|7
methallenestril|G03CB03|7
moxestrol|G03CB04|7
Estrogens, combinations with other drugs|G03CC|5
dienestrol|G03CC02|7
methallenestril|G03CC03|7
estrone|G03CC04|7
diethylstilbestrol|G03CC05|7
estriol|G03CC06|7
conjugated estrogens and bazedoxifene|G03CC07|7
Other estrogens|G03CX|5
tibolone|G03CX01|7
PROGESTOGENS|G03D|4
Pregnen (4) derivatives|G03DA|5
gestonorone|G03DA01|7
medroxyprogesterone|G03DA02|7
hydroxyprogesterone|G03DA03|7
progesterone|G03DA04|7
Pregnadien derivatives|G03DB|5
dydrogesterone|G03DB01|7
megestrol|G03DB02|7
medrogestone|G03DB03|7
nomegestrol|G03DB04|7
demegestone|G03DB05|7
chlormadinone|G03DB06|7
promegestone|G03DB07|7
dienogest|G03DB08|7
Estren derivatives|G03DC|5
allylestrenol|G03DC01|7
norethisterone|G03DC02|7
lynestrenol|G03DC03|7
ethisterone|G03DC04|7
etynodiol|G03DC06|7
methylestrenolone|G03DC31|7
ANDROGENS AND FEMALE SEX HORMONES IN COMBINATION|G03E|4
Androgens and estrogens|G03EA|5
methyltestosterone and estrogen|G03EA01|7
testosterone and estrogen|G03EA02|7
prasterone and estrogen|G03EA03|7
Androgen, progestogen and estrogen in combination|G03EB|5
Androgens and female sex hormones in combination with other drugs|G03EK|5
methyltestosterone|G03EK01|7
PROGESTOGENS AND ESTROGENS IN COMBINATION|G03F|4
Progestogens and estrogens, fixed combinations|G03FA|5
norethisterone and estrogen|G03FA01|7
hydroxyprogesterone and estrogen|G03FA02|7
ethisterone and estrogen|G03FA03|7
progesterone and estrogen|G03FA04|7
methylnortestosterone and estrogen|G03FA05|7
etynodiol and estrogen|G03FA06|7
lynestrenol and estrogen|G03FA07|7
megestrol and estrogen|G03FA08|7
noretynodrel and estrogen|G03FA09|7
norgestrel and estrogen|G03FA10|7
levonorgestrel and estrogen|G03FA11|7
medroxyprogesterone and estrogen|G03FA12|7
norgestimate and estrogen|G03FA13|7
dydrogesterone and estrogen|G03FA14|7
dienogest and estrogen|G03FA15|7
trimegestone and estrogen|G03FA16|7
drospirenone and estrogen|G03FA17|7
Progestogens and estrogens, sequential preparations|G03FB|5
norgestrel and estrogen|G03FB01|7
lynestrenol and estrogen|G03FB02|7
chlormadinone and estrogen|G03FB03|7
megestrol and estrogen|G03FB04|7
norethisterone and estrogen|G03FB05|7
medroxyprogesterone and estrogen|G03FB06|7
medrogestone and estrogen|G03FB07|7
dydrogesterone and estrogen|G03FB08|7
levonorgestrel and estrogen|G03FB09|7
desogestrel and estrogen|G03FB10|7
trimegestone and estrogen|G03FB11|7
nomegestrol and estrogen|G03FB12|7
GONADOTROPINS AND OTHER OVULATION STIMULANTS|G03G|4
Gonadotropins|G03GA|5
chorionic gonadotrophin|G03GA01|7
human menopausal gonadotrophin|G03GA02|7
serum gonadotrophin|G03GA03|7
urofollitropin|G03GA04|7
follitropin alfa|G03GA05|7
follitropin beta|G03GA06|7
lutropin alfa|G03GA07|7
choriogonadotropin alfa|G03GA08|7
corifollitropin alfa|G03GA09|7
follitropin delta|G03GA10|7
combinations|G03GA30|7
Ovulation stimulants, synthetic|G03GB|5
cyclofenil|G03GB01|7
clomifene|G03GB02|7
epimestrol|G03GB03|7
ANTIANDROGENS|G03H|4
Antiandrogens, plain|G03HA|5
cyproterone|G03HA01|7
Antiandrogens and estrogens|G03HB|5
cyproterone and estrogen|G03HB01|7
OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM|G03X|4
Antigonadotropins and similar agents|G03XA|5
danazol|G03XA01|7
gestrinone|G03XA02|7
Progesterone receptor modulators|G03XB|5
mifepristone|G03XB01|7
ulipristal|G03XB02|7
mifepristone, combinations|G03XB51|7
Selective estrogen receptor modulators|G03XC|5
raloxifene|G03XC01|7
bazedoxifene|G03XC02|7
lasofoxifene|G03XC03|7
ormeloxifene|G03XC04|7
ospemifene|G03XC05|7
Other sex hormones and modulators of the genital system|G03XX|5
prasterone|G03XX01|7
UROLOGICALS|G04|3
UROLOGICALS|G04B|4
Acidifiers|G04BA|5
ammonium chloride|G04BA01|7
calcium chloride|G04BA03|7
Urinary concrement solvents|G04BC|5
Drugs for urinary frequency and incontinence|G04BD|5
emepronium|G04BD01|7
flavoxate|G04BD02|7
meladrazine|G04BD03|7
oxybutynin|G04BD04|7
terodiline|G04BD05|7
propiverine|G04BD06|7
tolterodine|G04BD07|7
solifenacin|G04BD08|7
trospium|G04BD09|7
darifenacin|G04BD10|7
fesoterodine|G04BD11|7
mirabegron|G04BD12|7
desfesoterodine|G04BD13|7
imidafenacin|G04BD14|7
vibegron|G04BD15|7
Drugs used in erectile dysfunction|G04BE|5
alprostadil|G04BE01|7
papaverine|G04BE02|7
sildenafil|G04BE03|7
yohimbine|G04BE04|7
moxisylyte|G04BE06|7
apomorphine|G04BE07|7
tadalafil|G04BE08|7
vardenafil|G04BE09|7
avanafil|G04BE10|7
udenafil|G04BE11|7
combinations|G04BE30|7
papaverine, combinations|G04BE52|7
Other urologicals|G04BX|5
magnesium hydroxide|G04BX01|7
acetohydroxamic acid|G04BX03|7
phenazopyridine|G04BX06|7
succinimide|G04BX10|7
collagen|G04BX11|7
phenyl salicylate|G04BX12|7
dimethyl sulfoxide|G04BX13|7
dapoxetine|G04BX14|7
pentosan polysulfate sodium|G04BX15|7
tiopronin|G04BX16|7
sodium salicylate and methenamine|G04BX17|7
DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY|G04C|4
Alpha-adrenoreceptor antagonists|G04CA|5
alfuzosin|G04CA01|7
tamsulosin|G04CA02|7
terazosin|G04CA03|7
silodosin|G04CA04|7
alfuzosin and finasteride|G04CA51|7
tamsulosin and dutasteride|G04CA52|7
tamsulosin and solifenacin|G04CA53|7
tamsulosin and tadalafil|G04CA54|7
doxazosin and finasteride|G04CA55|7
Testosterone-5-alpha reductase inhibitors|G04CB|5
finasteride|G04CB01|7
dutasteride|G04CB02|7
finasteride and tadalafil|G04CB51|7
Other drugs used in benign prostatic hypertrophy|G04CX|5
Prunus africanae cortex|G04CX01|7
Sabalis serrulatae fructus|G04CX02|7
mepartricin|G04CX03|7
fexapotide|G04CX04|7
SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS|H|1
PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES|H01|3
ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES|H01A|4
ACTH|H01AA|5
corticotropin|H01AA01|7
tetracosactide|H01AA02|7
Thyrotropin|H01AB|5
thyrotropin alfa|H01AB01|7
Somatropin and somatropin agonists|H01AC|5
somatropin|H01AC01|7
somatrem|H01AC02|7
mecasermin|H01AC03|7
sermorelin|H01AC04|7
mecasermin rinfabate|H01AC05|7
tesamorelin|H01AC06|7
somapacitan|H01AC07|7
somatrogon|H01AC08|7
lonapegsomatropin|H01AC09|7
Other anterior pituitary lobe hormones and analogues|H01AX|5
pegvisomant|H01AX01|7
POSTERIOR PITUITARY LOBE HORMONES|H01B|4
Vasopressin and analogues|H01BA|5
vasopressin (argipressin)|H01BA01|7
desmopressin|H01BA02|7
lypressin|H01BA03|7
terlipressin|H01BA04|7
ornipressin|H01BA05|7
Oxytocin and analogues|H01BB|5
demoxytocin|H01BB01|7
oxytocin|H01BB02|7
carbetocin|H01BB03|7
HYPOTHALAMIC HORMONES|H01C|4
Gonadotropin-releasing hormones|H01CA|5
gonadorelin|H01CA01|7
nafarelin|H01CA02|7
Somatostatin and analogues|H01CB|5
somatostatin|H01CB01|7
octreotide|H01CB02|7
lanreotide|H01CB03|7
vapreotide|H01CB04|7
pasireotide|H01CB05|7
Anti-gonadotropin-releasing hormones|H01CC|5
ganirelix|H01CC01|7
cetrorelix|H01CC02|7
elagolix|H01CC03|7
linzagolix|H01CC04|7
elagolix, estradiol and norethisterone|H01CC53|7
relugolix, estradiol and norethisterone|H01CC54|7
CORTICOSTEROIDS FOR SYSTEMIC USE|H02|3
CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN|H02A|4
Mineralocorticoids|H02AA|5
aldosterone|H02AA01|7
fludrocortisone|H02AA02|7
desoxycortone|H02AA03|7
Glucocorticoids|H02AB|5
betamethasone|H02AB01|7
dexamethasone|H02AB02|7
fluocortolone|H02AB03|7
methylprednisolone|H02AB04|7
paramethasone|H02AB05|7
prednisolone|H02AB06|7
prednisone|H02AB07|7
triamcinolone|H02AB08|7
hydrocortisone|H02AB09|7
cortisone|H02AB10|7
prednylidene|H02AB11|7
rimexolone|H02AB12|7
deflazacort|H02AB13|7
cloprednol|H02AB14|7
meprednisone|H02AB15|7
cortivazol|H02AB17|7
vamorolone|H02AB18|7
CORTICOSTEROIDS FOR SYSTEMIC USE, COMBINATIONS|H02B|4
Corticosteroids for systemic use, combinations|H02BX|5
methylprednisolone, combinations|H02BX01|7
ANTIADRENAL PREPARATIONS|H02C|4
Anticorticosteroids|H02CA|5
trilostane|H02CA01|7
osilodrostat|H02CA02|7
ketoconazole|H02CA03|7
levoketoconazole|H02CA04|7
THYROID THERAPY|H03|3
THYROID PREPARATIONS|H03A|4
Thyroid hormones|H03AA|5
levothyroxine sodium|H03AA01|7
liothyronine sodium|H03AA02|7
combinations of levothyroxine and liothyronine|H03AA03|7
tiratricol|H03AA04|7
thyroid gland preparations|H03AA05|7
levothyroxine sodium and iodine compounds|H03AA51|7
ANTITHYROID PREPARATIONS|H03B|4
Thiouracils|H03BA|5
methylthiouracil|H03BA01|7
propylthiouracil|H03BA02|7
benzylthiouracil|H03BA03|7
Sulfur-containing imidazole derivatives|H03BB|5
carbimazole|H03BB01|7
thiamazole|H03BB02|7
thiamazole, combinations|H03BB52|7
Perchlorates|H03BC|5
potassium perchlorate|H03BC01|7
Other antithyroid preparations|H03BX|5
diiodotyrosine|H03BX01|7
dibromotyrosine|H03BX02|7
IODINE THERAPY|H03C|4
Iodine therapy|H03CA|5
PANCREATIC HORMONES|H04|3
GLYCOGENOLYTIC HORMONES|H04A|4
Glycogenolytic hormones|H04AA|5
glucagon|H04AA01|7
dasiglucagon|H04AA02|7
CALCIUM HOMEOSTASIS|H05|3
PARATHYROID HORMONES AND ANALOGUES|H05A|4
Parathyroid hormones and analogues|H05AA|5
parathyroid gland extract|H05AA01|7
teriparatide|H05AA02|7
parathyroid hormone|H05AA03|7
abaloparatide|H05AA04|7
palopegteriparatide|H05AA05|7
ANTI-PARATHYROID AGENTS|H05B|4
Calcitonin preparations|H05BA|5
calcitonin (salmon synthetic)|H05BA01|7
calcitonin (pork natural)|H05BA02|7
calcitonin (human synthetic)|H05BA03|7
elcatonin|H05BA04|7
Other anti-parathyroid agents|H05BX|5
cinacalcet|H05BX01|7
paricalcitol|H05BX02|7
doxercalciferol|H05BX03|7
etelcalcetide|H05BX04|7
calcifediol|H05BX05|7
evocalcet|H05BX06|7
ANTIINFECTIVES FOR SYSTEMIC USE|J|1
ANTIBACTERIALS FOR SYSTEMIC USE|J01|3
TETRACYCLINES|J01A|4
Tetracyclines|J01AA|5
demeclocycline|J01AA01|7
doxycycline|J01AA02|7
chlortetracycline|J01AA03|7
lymecycline|J01AA04|7
metacycline|J01AA05|7
oxytetracycline|J01AA06|7
tetracycline|J01AA07|7
minocycline|J01AA08|7
rolitetracycline|J01AA09|7
penimepicycline|J01AA10|7
clomocycline|J01AA11|7
tigecycline|J01AA12|7
eravacycline|J01AA13|7
sarecycline|J01AA14|7
omadacycline|J01AA15|7
combinations of tetracyclines|J01AA20|7
oxytetracycline, combinations|J01AA56|7
AMPHENICOLS|J01B|4
Amphenicols|J01BA|5
chloramphenicol|J01BA01|7
thiamphenicol|J01BA02|7
thiamphenicol, combinations|J01BA52|7
BETA-LACTAM ANTIBACTERIALS, PENICILLINS|J01C|4
Penicillins with extended spectrum|J01CA|5
ampicillin|J01CA01|7
pivampicillin|J01CA02|7
carbenicillin|J01CA03|7
amoxicillin|J01CA04|7
