"hersteller"|"generika"|"bag_dossier"|"swissmedic_nr"|"swissmedic_liste"|"einf_datum"|"bezeichnung"|"exf_preis"|"pub_preis"|"limitation"|"lim_pkte"|"therap_gruppe"|"substanzen"|"rec_id"|"x40_percent_selbstbehalt"|"gtin"|"atc"|"gammennummer"|"gammenbezeichnung"|"ggsl"|"preismodell"|"indikationscode"|"swissmedic_no8_parallel_imp"|"ref_biosim_code"|"letzte_preis_anderung"|"zulassungsnummer"
"Sandoz Pharmaceuticals AG"|"G"|"15840"|"50748030"|"A"|1991-03-15|"Doxysol 100, Tabs 100 mg, 8 Stk"|"3.71"|"13.3"|NA|NA|"08.01.50."|"Doxycyclinum"|"3355"|"N"|"7680507480302"|"J01AA02"|"777"|"Doxysol Oral"|"N"|NA|NA|NA|NA|2022-12-01|"50748"
"Sandoz Pharmaceuticals AG"|"G"|"15840"|"50748049"|"A"|1991-03-15|"Doxysol 200, Tabs 200 mg, 8 Stk"|"6.13"|"15.95"|NA|NA|"08.01.50."|"Doxycyclinum"|"3356"|"N"|"7680507480494"|"J01AA02"|"777"|"Doxysol Oral"|"N"|NA|NA|NA|NA|2022-12-01|"50748"
"Drossapharm AG"|NA|"12838"|"39798034"|"D"|1978-03-15|"Drossadin, Lös 0.1 %, 200 ml"|"4.66"|"8.6"|NA|NA|"12.03.30."|"Hexetidinum"|"3363"|"N"|"7680397980340"|"A01AB12"|"779"|"Drossadin TopischOral"|"N"|NA|NA|NA|NA|2004-09-02|"39798"
"Drossapharm AG"|NA|"12838"|"39798042"|"D"|1981-03-15|"Drossadin, Lös 0.2 % orange, 200 ml"|"5.34"|"9.85"|NA|NA|"12.03.30."|"Hexetidinum"|"3364"|"N"|"7680397980425"|"A01AB12"|"779"|"Drossadin TopischOral"|"N"|NA|NA|NA|NA|2004-09-02|"39798"
"Drossapharm AG"|NA|"20630"|"65701001"|"D"|2017-04-01|"Drossadin, Spray Lös 0.2 %, Fl 50 ml"|"10.68"|"19.7"|NA|NA|"12.03.30."|"Hexetidinum"|"37675"|"N"|"7680657010015"|"A01AB12"|"779"|"Drossadin TopischOral"|"N"|NA|NA|NA|NA|2017-04-01|"65701"
"Drossapharm AG"|NA|"17940"|"56272003"|"B"|2003-09-01|"Drossafol, Tabl, 100 Stk"|"5.25"|"14.95"|NA|NA|"06.07.30."|"Acidum folicum"|"14035"|"N"|"7680562720030"|"B03BB01"|"780"|"Drossafol Oral"|"N"|NA|NA|NA|NA|2003-09-01|"56272"
"GlaxoSmithKline AG"|NA|"18829"|"58494009"|"B"|2020-08-01|"Duac Akne, Gel, Tb 30 g"|"14.73"|"32.45"|NA|NA|"10.02."|"Benzoylis peroxidum, Clindamycinum"|"41196"|"N"|"7680584940096"|"D10AF51"|"781"|"Duac Akne Topisch"|"N"|NA|NA|NA|NA|2021-12-01|"58494"
"Axapharm AG"|"G"|"20502"|"65781002"|"B"|2016-04-01|"Duloxetin Axapharm, Kaps 30 mg, 28 Stk"|"10.19"|"27.5"|NA|NA|"01.06."|"Duloxetinum"|"36178"|"N"|"7680657810028"|"N06AX21"|"3633"|"Duloxetin Axapharm Oral"|"N"|NA|NA|NA|NA|2024-12-01|"65781"
"Axapharm AG"|"G"|"20502"|"65781003"|"B"|2016-04-01|"Duloxetin Axapharm, Kaps 30 mg, 84 Stk"|"29.33"|"48.35"|NA|NA|"01.06."|"Duloxetinum"|"36179"|"N"|"7680657810035"|"N06AX21"|"3633"|"Duloxetin Axapharm Oral"|"N"|NA|NA|NA|NA|2024-12-01|"65781"
"Axapharm AG"|"G"|"20502"|"65781004"|"B"|2016-04-01|"Duloxetin Axapharm, Kaps 60 mg, 14 Stk"|"9.72"|"26.95"|NA|NA|"01.06."|"Duloxetinum"|"36180"|"N"|"7680657810042"|"N06AX21"|"3633"|"Duloxetin Axapharm Oral"|"N"|NA|NA|NA|NA|2022-08-01|"65781"
"Axapharm AG"|"G"|"20502"|"65781005"|"B"|2016-04-01|"Duloxetin Axapharm, Kaps 60 mg, 28 Stk"|"18.41"|"36.45"|NA|NA|"01.06."|"Duloxetinum"|"36181"|"N"|"7680657810059"|"N06AX21"|"3633"|"Duloxetin Axapharm Oral"|"N"|NA|NA|NA|NA|2022-08-01|"65781"
"Axapharm AG"|"G"|"20502"|"65781006"|"B"|2016-04-01|"Duloxetin Axapharm, Kaps 60 mg, 84 Stk"|"53.75"|"74.95"|NA|NA|"01.06."|"Duloxetinum"|"36182"|"N"|"7680657810066"|"N06AX21"|"3633"|"Duloxetin Axapharm Oral"|"N"|NA|NA|NA|NA|2022-08-01|"65781"
"NOBEL Pharma Schweiz AG"|"G"|"20936"|"67645002"|"B"|2020-01-01|"Duloxetin NOBEL, Kaps 30 mg, Blist 28 Stk"|"10.19"|"27.5"|NA|NA|"01.06."|"Duloxetinum"|"40949"|"N"|"7680676450021"|"N06AX21"|"4084"|"Duloxetin NOBEL Oral"|"N"|NA|NA|NA|NA|2024-12-01|"67645"
"NOBEL Pharma Schweiz AG"|"G"|"20936"|"67645003"|"B"|2020-01-01|"Duloxetin NOBEL, Kaps 30 mg, Blist 84 Stk"|"29.33"|"48.35"|NA|NA|"01.06."|"Duloxetinum"|"40950"|"N"|"7680676450038"|"N06AX21"|"4084"|"Duloxetin NOBEL Oral"|"N"|NA|NA|NA|NA|2024-12-01|"67645"
"NOBEL Pharma Schweiz AG"|"G"|"20936"|"67645004"|"B"|2020-01-01|"Duloxetin NOBEL, Kaps 60 mg, Blist 14 Stk"|"9.72"|"26.95"|NA|NA|"01.06."|"Duloxetinum"|"40951"|"N"|"7680676450045"|"N06AX21"|"4084"|"Duloxetin NOBEL Oral"|"N"|NA|NA|NA|NA|2022-08-01|"67645"
"NOBEL Pharma Schweiz AG"|"G"|"20936"|"67645005"|"B"|2020-01-01|"Duloxetin NOBEL, Kaps 60 mg, Blist 28 Stk"|"18.41"|"36.45"|NA|NA|"01.06."|"Duloxetinum"|"40952"|"N"|"7680676450052"|"N06AX21"|"4084"|"Duloxetin NOBEL Oral"|"N"|NA|NA|NA|NA|2022-08-01|"67645"
"NOBEL Pharma Schweiz AG"|"G"|"20936"|"67645006"|"B"|2020-01-01|"Duloxetin NOBEL, Kaps 60 mg, Blist 84 Stk"|"53.75"|"74.95"|NA|NA|"01.06."|"Duloxetinum"|"40953"|"N"|"7680676450069"|"N06AX21"|"4084"|"Duloxetin NOBEL Oral"|"N"|NA|NA|NA|NA|2022-08-01|"67645"
"Sandoz Pharmaceuticals AG"|"G"|"20538"|"65996001"|"B"|2016-07-01|"Duloxetin Sandoz, Kaps 30 mg, 28 Stk"|"10.46"|"27.8"|NA|NA|"01.06."|"Duloxetinum"|"36426"|"N"|"7680659960011"|"N06AX21"|"3665"|"Duloxetin Sandoz Oral"|"N"|NA|NA|NA|NA|2022-08-01|"65996"
"Sandoz Pharmaceuticals AG"|"G"|"20538"|"65996002"|"B"|2016-07-01|"Duloxetin Sandoz, Kaps 30 mg, 84 Stk"|"26.67"|"45.6"|NA|NA|"01.06."|"Duloxetinum"|"36427"|"N"|"7680659960028"|"N06AX21"|"3665"|"Duloxetin Sandoz Oral"|"N"|NA|NA|NA|NA|2022-08-01|"65996"
"Sandoz Pharmaceuticals AG"|"G"|"20538"|"65996003"|"B"|2016-07-01|"Duloxetin Sandoz, Kaps 60 mg, 14 Stk"|"9.72"|"26.95"|NA|NA|"01.06."|"Duloxetinum"|"36428"|"N"|"7680659960035"|"N06AX21"|"3665"|"Duloxetin Sandoz Oral"|"N"|NA|NA|NA|NA|2022-08-01|"65996"
"Sandoz Pharmaceuticals AG"|"G"|"20538"|"65996004"|"B"|2016-07-01|"Duloxetin Sandoz, Kaps 60 mg, 28 Stk"|"18.41"|"36.45"|NA|NA|"01.06."|"Duloxetinum"|"36429"|"N"|"7680659960042"|"N06AX21"|"3665"|"Duloxetin Sandoz Oral"|"N"|NA|NA|NA|NA|2022-08-01|"65996"
"Sandoz Pharmaceuticals AG"|"G"|"20538"|"65996005"|"B"|2016-07-01|"Duloxetin Sandoz, Kaps 60 mg, 84 Stk"|"53.75"|"74.95"|NA|NA|"01.06."|"Duloxetinum"|"36430"|"N"|"7680659960059"|"N06AX21"|"3665"|"Duloxetin Sandoz Oral"|"N"|NA|NA|NA|NA|2022-08-01|"65996"
"Spirig HealthCare AG"|"G"|"20513"|"65795001"|"B"|2016-05-01|"Duloxetin Spirig HC, Kaps 30 mg, 28 Stk"|"10.46"|"27.8"|NA|NA|"01.06."|"Duloxetinum"|"36210"|"N"|"7680657950014"|"N06AX21"|"3644"|"Duloxetin Spirig HC Oral"|"N"|NA|NA|NA|NA|2022-08-01|"65795"
"Spirig HealthCare AG"|"G"|"20513"|"65795005"|"B"|2017-04-01|"Duloxetin Spirig HC, Kaps 30 mg, 84 Stk"|"26.67"|"45.6"|NA|NA|"01.06."|"Duloxetinum"|"37539"|"N"|"7680657950052"|"N06AX21"|"3644"|"Duloxetin Spirig HC Oral"|"N"|NA|NA|NA|NA|2022-08-01|"65795"
"Spirig HealthCare AG"|"G"|"20513"|"65795002"|"B"|2016-05-01|"Duloxetin Spirig HC, Kaps 60 mg, 14 Stk"|"9.72"|"26.95"|NA|NA|"01.06."|"Duloxetinum"|"36214"|"N"|"7680657950021"|"N06AX21"|"3644"|"Duloxetin Spirig HC Oral"|"N"|NA|NA|NA|NA|2022-08-01|"65795"
"Spirig HealthCare AG"|"G"|"20513"|"65795003"|"B"|2016-05-01|"Duloxetin Spirig HC, Kaps 60 mg, 28 Stk"|"18.41"|"36.45"|NA|NA|"01.06."|"Duloxetinum"|"36215"|"N"|"7680657950038"|"N06AX21"|"3644"|"Duloxetin Spirig HC Oral"|"N"|NA|NA|NA|NA|2022-08-01|"65795"
"Spirig HealthCare AG"|"G"|"20513"|"65795004"|"B"|2016-05-01|"Duloxetin Spirig HC, Kaps 60 mg, 84 Stk"|"53.75"|"74.95"|NA|NA|"01.06."|"Duloxetinum"|"36216"|"N"|"7680657950045"|"N06AX21"|"3644"|"Duloxetin Spirig HC Oral"|"N"|NA|NA|NA|NA|2022-08-01|"65795"
"Mylan Pharma GmbH"|"G"|"21418"|"68649002"|"B"|2022-04-01|"Duloxetin Viatris, Kaps 30 mg, Blist 28 Stk"|"10.46"|"27.8"|NA|NA|"01.06."|"Duloxetinum"|"42436"|"N"|"7680686490024"|"N06AX21"|"4408"|"Duloxetin Viatris Oral"|"N"|NA|NA|NA|NA|2022-08-01|"68649"
"Mylan Pharma GmbH"|"G"|"21418"|"68649004"|"B"|2022-04-01|"Duloxetin Viatris, Kaps 60 mg, Blist 14 Stk"|"9.72"|"26.95"|NA|NA|"01.06."|"Duloxetinum"|"42437"|"N"|"7680686490048"|"N06AX21"|"4408"|"Duloxetin Viatris Oral"|"N"|NA|NA|NA|NA|2022-08-01|"68649"
"Mylan Pharma GmbH"|"G"|"21418"|"68649005"|"B"|2022-04-01|"Duloxetin Viatris, Kaps 60 mg, Blist 28 Stk"|"18.41"|"36.45"|NA|NA|"01.06."|"Duloxetinum"|"42438"|"N"|"7680686490055"|"N06AX21"|"4408"|"Duloxetin Viatris Oral"|"N"|NA|NA|NA|NA|2022-08-01|"68649"
"Mylan Pharma GmbH"|"G"|"21418"|"68649006"|"B"|2022-04-01|"Duloxetin Viatris, Kaps 60 mg, Blist 84 Stk"|"53.75"|"74.95"|NA|NA|"01.06."|"Duloxetinum"|"42439"|"N"|"7680686490062"|"N06AX21"|"4408"|"Duloxetin Viatris Oral"|"N"|NA|NA|NA|NA|2022-08-01|"68649"
"Helvepharm AG"|"G"|"20548"|"65790001"|"B"|2016-08-01|"Duloxetin Zentiva, Kaps 30 mg, 28 Stk"|"10.46"|"27.8"|NA|NA|"01.06."|"Duloxetinum"|"36431"|"N"|"7680657900019"|"N06AX21"|"3672"|"Duloxetin Zentiva Oral"|"N"|NA|NA|NA|NA|2022-08-01|"65790"
"Helvepharm AG"|"G"|"20548"|"65790004"|"B"|2016-08-01|"Duloxetin Zentiva, Kaps 60 mg, 14 Stk"|"9.72"|"26.95"|NA|NA|"01.06."|"Duloxetinum"|"36432"|"N"|"7680657900040"|"N06AX21"|"3672"|"Duloxetin Zentiva Oral"|"N"|NA|NA|NA|NA|2022-08-01|"65790"
"Helvepharm AG"|"G"|"20548"|"65790005"|"B"|2016-08-01|"Duloxetin Zentiva, Kaps 60 mg, 28 Stk"|"18.41"|"36.45"|NA|NA|"01.06."|"Duloxetinum"|"36433"|"N"|"7680657900057"|"N06AX21"|"3672"|"Duloxetin Zentiva Oral"|"N"|NA|NA|NA|NA|2022-08-01|"65790"
"Helvepharm AG"|"G"|"20548"|"65790008"|"B"|2016-08-01|"Duloxetin Zentiva, Kaps 60 mg, 84 Stk"|"53.75"|"74.95"|NA|NA|"01.06."|"Duloxetinum"|"36434"|"N"|"7680657900088"|"N06AX21"|"3672"|"Duloxetin Zentiva Oral"|"N"|NA|NA|NA|NA|2022-08-01|"65790"
"Mepha Pharma AG"|"G"|"20930"|"66098005"|"B"|2019-07-01|"Duloxetin-Mepha, Kaps 30 mg, Blist 30 Stk"|"11.21"|"28.55"|NA|NA|"01.06."|"Duloxetinum"|"40564"|"N"|"7680660980053"|"N06AX21"|"3591"|"Duloxetin-Mepha Oral"|"N"|NA|NA|NA|NA|2022-08-01|"66098"
"Mepha Pharma AG"|"G"|"20930"|"66098006"|"B"|2019-07-01|"Duloxetin-Mepha, Kaps 30 mg, Blist 100 Stk"|"31.75"|"50.8"|NA|NA|"01.06."|"Duloxetinum"|"40563"|"N"|"7680660980060"|"N06AX21"|"3591"|"Duloxetin-Mepha Oral"|"N"|NA|NA|NA|NA|2022-08-01|"66098"
"Mepha Pharma AG"|"G"|"20930"|"66098007"|"B"|2019-07-01|"Duloxetin-Mepha, Kaps 30 mg, Ds 100 Stk"|"31.75"|"50.8"|NA|NA|"01.06."|"Duloxetinum"|"40565"|"N"|"7680660980077"|"N06AX21"|"3591"|"Duloxetin-Mepha Oral"|"N"|NA|NA|NA|NA|2022-08-01|"66098"
"Mepha Pharma AG"|"G"|"20930"|"66098008"|"B"|2019-07-01|"Duloxetin-Mepha, Kaps 60 mg, Blist 10 Stk"|"6.94"|"24.1"|NA|NA|"01.06."|"Duloxetinum"|"40566"|"N"|"7680660980084"|"N06AX21"|"3591"|"Duloxetin-Mepha Oral"|"N"|NA|NA|NA|NA|2022-08-01|"66098"
"Mepha Pharma AG"|"G"|"20930"|"66098009"|"B"|2019-07-01|"Duloxetin-Mepha, Kaps 60 mg, Blist 30 Stk"|"19.73"|"37.8"|NA|NA|"01.06."|"Duloxetinum"|"40568"|"N"|"7680660980091"|"N06AX21"|"3591"|"Duloxetin-Mepha Oral"|"N"|NA|NA|NA|NA|2022-08-01|"66098"
"Mepha Pharma AG"|"G"|"20930"|"66098011"|"B"|2019-07-01|"Duloxetin-Mepha, Kaps 60 mg, Ds 90 Stk"|"54.71"|"75.9"|NA|NA|"01.06."|"Duloxetinum"|"40569"|"N"|"7680660980114"|"N06AX21"|"3591"|"Duloxetin-Mepha Oral"|"N"|NA|NA|NA|NA|2022-08-01|"66098"
"Mepha Pharma AG"|"G"|"20930"|"66098010"|"B"|2019-07-01|"Duloxetin-Mepha, Kaps 60 mg, Blist 100 Stk"|"60.79"|"82.15"|NA|NA|"01.06."|"Duloxetinum"|"40567"|"N"|"7680660980107"|"N06AX21"|"3591"|"Duloxetin-Mepha Oral"|"N"|NA|NA|NA|NA|2022-08-01|"66098"
"GlaxoSmithKline AG"|"O"|"19191"|"60095007"|"B"|2012-02-01|"Duodart, Kaps 0.5mg/0.4mg, 7 Stk"|"7.41"|"17.05"|NA|NA|"05.99."|"Dutasteridum, Tamsulosini hydrochloridum"|"29700"|"Y"|"7680600950078"|"G04CA52"|"783"|"Duodart Oral"|"N"|NA|NA|NA|NA|2012-11-01|"60095"
"GlaxoSmithKline AG"|"O"|"19191"|"60095002"|"B"|2010-05-01|"Duodart, Kaps 0.5mg/0.4mg, 30 Stk"|"31.74"|"49.9"|NA|NA|"05.99."|"Dutasteridum, Tamsulosini hydrochloridum"|"25722"|"Y"|"7680600950023"|"G04CA52"|"783"|"Duodart Oral"|"N"|NA|NA|NA|NA|2012-11-01|"60095"
"GlaxoSmithKline AG"|"O"|"19191"|"60095003"|"B"|2010-05-01|"Duodart, Kaps 0.5mg/0.4mg, 90 Stk"|"95.21"|"116.7"|NA|NA|"05.99."|"Dutasteridum, Tamsulosini hydrochloridum"|"25723"|"Y"|"7680600950030"|"G04CA52"|"783"|"Duodart Oral"|"N"|NA|NA|NA|NA|2012-11-01|"60095"
"AbbVie AG"|NA|"21730"|"57624001"|"B"|2025-04-01|"Duodopa, Gel, 7 Btl 100 ml"|"405.36"|"457.25"|"Y"|NA|"01.08."|"Levodopum, Carbidopum"|"22285"|"N"|"7680576240012"|"N04BA02"|"4797"|"Duodopa OralFlüssig"|"N"|NA|NA|NA|NA|2025-04-01|"57624"
"Andreabal AG"|NA|"12038"|"38423001"|"D"|1975-03-15|"Duofer, Filmtabl Erw, Blist 40 Stk"|"6.58"|"12.15"|NA|NA|"06.07.11."|"Ferrum(II) ionisatum, Acidum ascorbicum (Vitamin C, E300)"|"38707"|"N"|"7680384230014"|"B03AE10"|"784"|"Duofer Oral"|"N"|NA|NA|NA|NA|2024-12-01|"38423"
"Andreabal AG"|NA|"12038"|"38423002"|"D"|1975-03-15|"Duofer, Filmtabl Erw, Blist 100 Stk"|"14.42"|"26.65"|NA|NA|"06.07.11."|"Ferrum(II) ionisatum, Acidum ascorbicum (Vitamin C, E300)"|"38706"|"N"|"7680384230021"|"B03AE10"|"784"|"Duofer Oral"|"N"|NA|NA|NA|NA|2024-12-01|"38423"
"Andreabal AG"|NA|"16285"|"53048001"|"D"|1997-03-15|"Duofer Fol, Filmtabl, Blist 40 Stk"|"7.14"|"13.2"|NA|NA|"06.07.11."|"Ferrum(II) ionisatum, Acidum folicum, Acidum ascorbicum (Vitamin C, E300)"|"39674"|"N"|"7680530480010"|"B03AE10"|"785"|"Duofer Fol Oral"|"N"|NA|NA|NA|NA|2024-12-01|"53048"
"Andreabal AG"|NA|"16285"|"53048003"|"D"|1997-03-15|"Duofer Fol, Filmtabl, Blist 100 Stk"|"15.69"|"29"|NA|NA|"06.07.11."|"Ferrum(II) ionisatum, Acidum folicum, Acidum ascorbicum (Vitamin C, E300)"|"39673"|"N"|"7680530480034"|"B03AE10"|"785"|"Duofer Fol Oral"|"N"|NA|NA|NA|NA|2024-12-01|"53048"
"Théa PHARMA SA"|"G"|"20578"|"66001001"|"B"|2017-03-01|"Duokopt, Gtt Opht, Fl 5 ml"|"12.96"|"30.5"|NA|NA|"11.09."|"Dorzolamidum, Timololum"|"36990"|"N"|"7680660010019"|"S01ED51"|"3747"|"Duokopt Auge"|"N"|NA|NA|NA|NA|2019-12-01|"66001"
"Théa PHARMA SA"|"G"|"20578"|"66001002"|"B"|2017-03-01|"Duokopt, Gtt Opht, 3 Fl 5 ml"|"37.95"|"57.6"|NA|NA|"11.09."|"Dorzolamidum, Timololum"|"36988"|"N"|"7680660010026"|"S01ED51"|"3747"|"Duokopt Auge"|"N"|NA|NA|NA|NA|2019-12-01|"66001"
"Novartis Pharma Schweiz AG"|"O"|"18506"|"57615007"|"B"|2007-02-01|"Duotrav, Gtt Opht, 2.5 ml"|"14.95"|"32.6"|NA|NA|"11.09."|"Travoprostum, Timololum"|"28468"|"Y"|"7680576150076"|"S01ED51"|"788"|"Duotrav Auge"|"N"|NA|NA|NA|NA|2022-12-01|"57615"
"Novartis Pharma Schweiz AG"|"O"|"18506"|"57615008"|"B"|2007-02-01|"Duotrav, Gtt Opht, 3x 2.5 ml"|"42.62"|"62.5"|NA|NA|"11.09."|"Travoprostum, Timololum"|"28469"|"Y"|"7680576150083"|"S01ED51"|"788"|"Duotrav Auge"|"N"|NA|NA|NA|NA|2022-12-01|"57615"
"Mylan Pharma GmbH"|NA|"11212"|"32894200"|"D"|1976-03-15|"Duphalac, Sirup, Fl 200 ml"|"2.23"|"4.1"|"Y"|NA|"04.08.12."|"Lactulosum"|"32280"|"N"|"7680328942003"|"A06AD11"|"789"|"Duphalac OralFluessig"|"N"|NA|NA|NA|NA|2023-12-01|"32894"
"Mylan Pharma GmbH"|NA|"11212"|"32894500"|"D"|1976-03-15|"Duphalac, Sirup, Fl 500 ml"|"4.71"|"8.7"|"Y"|NA|"04.08.12."|"Lactulosum"|"32281"|"N"|"7680328945004"|"A06AD11"|"789"|"Duphalac OralFluessig"|"N"|NA|NA|NA|NA|2023-12-01|"32894"
"Mylan Pharma GmbH"|NA|"11212"|"32894123"|"D"|2020-05-01|"Duphalac, Sirup, 12 x Fl 500 ml"|"56.52"|"104.4"|"Y"|NA|"04.08.12."|"Lactulosum"|"32278"|"N"|"7680328941235"|"A06AD11"|"789"|"Duphalac OralFluessig"|"N"|NA|NA|NA|NA|2023-12-01|"32894"
"Labatec Pharma SA"|NA|"10063"|"28079060"|"B"|1966-03-15|"Duphaston, Tabl 10 mg, 20 Stk"|"5.28"|"15"|NA|NA|"07.08.30."|"Dydrogesteronum"|"3411"|"N"|"7680280790605"|"G03DB01"|"790"|"Duphaston Oral"|"N"|NA|NA|NA|NA|2020-12-01|"28079"
"Labatec Pharma SA"|NA|"10063"|"28079079"|"B"|1966-03-15|"Duphaston, Tabl 10 mg, 40 Stk"|"9.3"|"26.55"|NA|NA|"07.08.30."|"Dydrogesteronum"|"3413"|"N"|"7680280790797"|"G03DB01"|"790"|"Duphaston Oral"|"N"|NA|NA|NA|NA|2020-12-01|"28079"
"Sanofi-Aventis (Suisse) SA"|NA|"20819"|"66649002"|"B"|2021-08-01|"Dupixent, Inj Lös 200 mg/1.14ml, Fertspr Safe-Sys 2 Stk"|"1065.68"|"1175.4"|"Y"|NA|"07.15."|"Dupilumabum"|"41965"|"N"|"7680666490020"|"D11AH05"|"4099"|"Dupixent Parenteral"|"N"|"PM"|"20819.XX, 20819.01, 20819.02, 20819.03, 20819.04, 20819.05, 20819.06"|NA|NA|2023-08-01|"66649"
"Sanofi-Aventis (Suisse) SA"|NA|"20819"|"66649001"|"B"|2020-03-01|"Dupixent, Inj Lös 300 mg/2ml, Fertspr Safe-Sys 2 Stk"|"1065.68"|"1175.4"|"Y"|NA|"07.15."|"Dupilumabum"|"40166"|"N"|"7680666490013"|"D11AH05"|"4099"|"Dupixent Parenteral"|"N"|"PM"|"20819.XX, 20819.01, 20819.02, 20819.03, 20819.04, 20819.05, 20819.06"|NA|NA|2023-08-01|"66649"
"Sanofi-Aventis (Suisse) SA"|NA|"21258"|"67661003"|"B"|2024-04-01|"Dupixent, Inj Lös 200 mg/1.14ml, Fertpen 2 Stk"|"1065.68"|"1175.4"|"Y"|NA|"07.15."|"Dupilumabum"|"43714"|"N"|"7680676610036"|"D11AH05"|"4099"|"Dupixent Parenteral"|"N"|"PM"|"20819.XX, 20819.01, 20819.02, 20819.03, 20819.04, 20819.05, 20819.06"|NA|NA|2024-04-01|"67661"
"Sanofi-Aventis (Suisse) SA"|NA|"21258"|"67661004"|"B"|2024-04-01|"Dupixent, Inj Lös 300 mg/2ml, Fertpen 2 Stk"|"1065.68"|"1175.4"|"Y"|NA|"07.15."|"Dupilumabum"|"43715"|"N"|"7680676610043"|"D11AH05"|"4099"|"Dupixent Parenteral"|"N"|"PM"|"20819.XX, 20819.01, 20819.02, 20819.03, 20819.04, 20819.05, 20819.06"|NA|NA|2024-04-01|"67661"
"Janssen-Cilag AG"|"O"|"16734"|"53904068"|"A"|2005-04-01|"Durogesic Matrix, TTS 12 mcg/h, 5 Stk"|"12.04"|"29.35"|NA|NA|"01.01.30."|"Fentanylum"|"14885"|"Y"|"7680539040680"|"N02AB03"|"791"|"Durogesic Transdermal"|"N"|NA|NA|NA|NA|2022-02-01|"53904"
"Janssen-Cilag AG"|"O"|"16734"|"53904076"|"A"|1998-03-15|"Durogesic Matrix, TTS 25 mcg/h, 5 Stk"|"22.67"|"40.65"|NA|NA|"01.01.30."|"Fentanylum"|"3422"|"N"|"7680539040765"|"N02AB03"|"791"|"Durogesic Transdermal"|"N"|NA|NA|NA|NA|2022-02-01|"53904"
"Janssen-Cilag AG"|"O"|"16734"|"53904084"|"A"|1998-03-15|"Durogesic Matrix, TTS 50 mcg/h, 5 Stk"|"44.47"|"63.95"|NA|NA|"01.01.30."|"Fentanylum"|"3423"|"Y"|"7680539040840"|"N02AB03"|"791"|"Durogesic Transdermal"|"N"|NA|NA|NA|NA|2022-02-01|"53904"
"Janssen-Cilag AG"|"O"|"16734"|"53904092"|"A"|1998-03-15|"Durogesic Matrix, TTS 75 mcg/h, 5 Stk"|"61.64"|"82.5"|NA|NA|"01.01.30."|"Fentanylum"|"3424"|"N"|"7680539040925"|"N02AB03"|"791"|"Durogesic Transdermal"|"N"|NA|NA|NA|NA|2022-02-01|"53904"
"Janssen-Cilag AG"|"O"|"16734"|"53904106"|"A"|1998-03-15|"Durogesic Matrix, TTS 100 mcg/h, 5 Stk"|"78.4"|"100.45"|NA|NA|"01.01.30."|"Fentanylum"|"3425"|"N"|"7680539041069"|"N02AB03"|"791"|"Durogesic Transdermal"|"N"|NA|NA|NA|NA|2022-02-01|"53904"
"Viatris Pharma GmbH"|NA|"15755"|"47639026"|"B"|1991-03-15|"Duspatalin Retard, Ret Kaps 200 mg, 30 Stk"|"7.38"|"17.25"|NA|NA|"04.02."|"Mebeverini hydrochloridum"|"3428"|"N"|"7680476390268"|"A03AA04"|"792"|"Duspatalin OralRetard"|"N"|NA|NA|NA|NA|2023-12-01|"47639"
"Viatris Pharma GmbH"|NA|"15755"|"47639018"|"B"|1991-03-15|"Duspatalin Retard, Ret Kaps 200 mg, 60 Stk"|"12.99"|"30.55"|NA|NA|"04.02."|"Mebeverini hydrochloridum"|"3429"|"N"|"7680476390183"|"A03AA04"|"792"|"Duspatalin OralRetard"|"N"|NA|NA|NA|NA|2023-12-01|"47639"
"Spirig HealthCare AG"|"G"|"20867"|"66875001"|"B"|2019-01-01|"Dutasterid Duo Spirig HC, Kaps 0.5mg/0.4mg, 7 Stk"|"3.71"|"13.25"|NA|NA|"05.99."|"Tamsulosini hydrochloridum, Dutasteridum"|"39488"|"N"|"7680668750016"|"G04CA52"|"3963"|"Dutasterid Duo Spirig HC Oral"|"N"|NA|NA|NA|NA|2019-01-01|"66875"
"Spirig HealthCare AG"|"G"|"20867"|"66875002"|"B"|2019-01-01|"Dutasterid Duo Spirig HC, Kaps 0.5mg/0.4mg, 30 Stk"|"15.87"|"33.6"|NA|NA|"05.99."|"Tamsulosini hydrochloridum, Dutasteridum"|"39487"|"N"|"7680668750023"|"G04CA52"|"3963"|"Dutasterid Duo Spirig HC Oral"|"N"|NA|NA|NA|NA|2019-01-01|"66875"
"Spirig HealthCare AG"|"G"|"20867"|"66875003"|"B"|2019-01-01|"Dutasterid Duo Spirig HC, Kaps 0.5mg/0.4mg, 90 Stk"|"47.61"|"67.85"|NA|NA|"05.99."|"Tamsulosini hydrochloridum, Dutasteridum"|"39489"|"N"|"7680668750030"|"G04CA52"|"3963"|"Dutasterid Duo Spirig HC Oral"|"N"|NA|NA|NA|NA|2019-01-01|"66875"
"Spirig HealthCare AG"|"G"|"20749"|"66071001"|"B"|2018-02-01|"Dutasterid Spirig HC, Kaps 0.5 mg, Blist 30 Stk"|"5.47"|"15.15"|NA|NA|"05.99."|"Dutasteridum"|"38385"|"N"|"7680660710018"|"G04CB02"|"3857"|"Dutasterid Spirig HC Oral"|"N"|NA|NA|NA|NA|2023-12-01|"66071"
