"ZULASSUNGSNUMMER","PRAEPARATENAME","ARZNEIFORM","ATC_CODE","HEILMITTEL_CODE","ZULASSUNGSSTATUS","ZULASSUNGSKATEGORIE","ERSTZULASSUNGSDATUM","BASIS_ZULASSUNGSNUMMER","ABGABEKATEGORIE","IT_NUMMER","ANWENDUNGSGEBIET","ABLAUFDATUM","CHARGENFREIGABE_PFLICHT","EINZELEINFUHR_BEWILLIG_PFLICHT","Praep_Name","anz","ZULASSUNGSINHABERIN"
65149,"Lixiana, Filmtabletten","FILM","B01AF03","S","Z","",2015-03-31,"","B","06.03.0.","Schlaganfallprophylaxe
Prophylaxe systemischer Embolien
Behandlung und Prophylaxe venöser Thromboembolien (inkl. TVT und LE)",9999-12-31,"","","lixiana",NA,"Daiichi Sankyo (Schweiz) AG"
67583,"Nilemdo, Filmtabletten","FILM","C10AX15","S","Z","",2020-12-14,"","B","07.12.0.","Primäre Hypercholesterinämie (heterozygot familiär und nicht-familiär) und Reduktion des kardiovaskulären Risikos",2025-12-13,"","","nilemdo",NA,"Daiichi Sankyo (Schweiz) AG"
67586,"Nustendi, Filmtabletten","FILM","C10B","S","Z","",2020-12-15,"","B","07.12.0.","Primäre Hypercholesterinämie (heterozygot familiär und nicht familiär) oder gemischte Dyslipidämie sowie Reduktion des kardiovaskulären Risikos.",2025-12-15,"","","nustendi",NA,"Daiichi Sankyo (Schweiz) AG"
67670,"Cariban, gélule à libération modifiée","KAHA","R06AA59","S","Z","",2020-11-12,"","B","01.09.0.","",2025-11-11,"","","cariban",NA,"EFFIK SA"
55758,"18F-FDG-FR, Injektionslösung","LSPA","V09IX04","R","Z","",2002-02-04,"","A","17.01.1.","Radiodiagnostikum für die PET-Tomographie",9999-12-31,"","","18f-fdg-fr",NA,"Posimed Radiopharm AG"
66434,"Teglutik, suspension buvable","SUOR","N07XX02","S","Z","",2018-04-26,"","B","01.99.0.","",9999-12-31,"","","teglutik",NA,"EFFIK SA"
65267,"Effilevo Conti, comprimés pelliculés","FILM","G03AA07","S","Z","",2015-03-13,"","B","09.02.1.","",9999-12-31,"","","effilevo conti",NA,"EFFIK SA"
57562,"Holgyeme, comprimé pelliculé","FILM","G03HB01","S","Z","",2006-12-13,"","B","07.09.0.","",9999-12-31,"","","holgyeme",NA,"EFFIK SA"
58121,"Fertifol, comprimés","TAB","B03BB01","S","Z","",2008-02-18,"","D","06.07.3.","",9999-12-31,"","","fertifol",NA,"EFFIK SA"
61363,"Natecal D, comprimé orodispersible","TAB","A12AX","S","Z","",2011-05-31,"","D","07.02.51","",9999-12-31,"","","natecal d",NA,"EFFIK SA"
62828,"Blissel, gel vaginal","VAGG","G03CA04","S","Z","",2014-01-29,"","B","07.08.2.","",9999-12-31,"","","blissel",NA,"EFFIK SA"
65175,"Effilevo, comprimés pelliculés","FILM","G03AA07","S","Z","",2015-03-13,"","B","09.02.1.","",9999-12-31,"","","effilevo",NA,"EFFIK SA"
61547,"Hizentra, Injektionslösung zur s.c. Anwendung","LSINJ","J06BA01","BL","Z","",2011-06-08,"","B","08.09.","Substitutionstherapie für Erwachsene und Kinder bei:
• Primären Immunmangelkrankheiten wie:
  - kongenitale Agammaglobulinämie und Hypogammaglobulinämie
  - allgemeine variable Immunmangelkrankheit
  - schwere kombinierte Immunmangelkrankheit und Wiskott-Aldrich Syndrom
  - IgG-Subklassenmangel mit rezidivierenden Infektionen

• Sekundären Immundefekten (SID) bei Patienten mit schweren oder wiederkehrenden Infektionen, ineffektiver antimikrobieller Behandlung und entweder nachgewiesenem ungenügendem 
  Anstieg von Impfantikörpern (PSAF*) oder IgG-Serumspiegel von <4 g/l.
  * PSAF = Ausbleiben eines mindestens 2-fachen Anstiegs der IgG-Antikörperkonzentration auf Pneumokokken-Polysaccharid- und Polypeptid-Antigen-Impfstoff (PSAF = proven specific 
     antibody failure).

Immunmodulatorische Therapie:
• Hizentra ist indiziert für die Behandlung von Patienten mit chronischer inflammatorischer demyelinisierender Polyneuropathie (CIDP) als Erhaltungstherapie nach der Stabilisierung mit 
  Immunglobulinen zur intravenösen Verabreichung (IVIg).",9999-12-31,"X","X","hizentra",2,"CSL Behring AG"
65337,"Respreeza, Pulver und Lösungsmittel zur Herstellung einer i.v. Infusionslösung","PULMI","B02AB02","BL","Z","",2016-01-21,"","B","06.01.1.","Erhaltungstherapie für Erwachsene mit schwerem Alpha1-Proteinase-Inhibitor-Mangel und klinisch manifester Lungenerkrankung",9999-12-31,"X","X","respreeza",NA,"CSL Behring AG"
65477,"Voncento, Pulver und Lösungsmittel zur Herstellung einer Infusionslösung","PULMI","B02BD06","BL","Z","",2015-08-11,"","B","06.01.1.","Prophylaxe und Therapie von Blutungen bei Hämophilie A und beim von Willebrand Syndrom",9999-12-31,"X","X","voncento",NA,"CSL Behring AG"
66410,"Hizentra, Injektionslösung zur s.c. Anwendung, Fertigspritze","INLFS","J06BA01","BL","Z","",2017-06-22,"","B","08.09.","Substitutionstherapie für Erwachsene und Kinder bei:
• Primären Immunmangelkrankheiten wie:
  - kongenitale Agammaglobulinämie und Hypogammaglobulinämie
  - allgemeine variable Immunmangelkrankheit
  - schwere kombinierte Immunmangelkrankheit und Wiskott-Aldrich Syndrom
  - IgG-Subklassenmangel mit rezidivierenden Infektionen

• Sekundären Immundefekten (SID) bei Patienten mit schweren oder wiederkehrenden Infektionen, ineffektiver antimikrobieller Behandlung und entweder nachgewiesenem ungenügendem 
  Anstieg von Impfantikörpern (PSAF*) oder IgG-Serumspiegel von <4 g/l.
  * PSAF = Ausbleiben eines mindestens 2-fachen Anstiegs der IgG-Antikörperkonzentration auf Pneumokokken-Polysaccharid- und Polypeptid-Antigen-Impfstoff (PSAF = proven specific 
     antibody failure).

Immunmodulatorische Therapie:
• Hizentra ist indiziert für die Behandlung von Patienten mit chronischer inflammatorischer demyelinisierender Polyneuropathie (CIDP) als Erhaltungstherapie nach der Stabilisierung mit 
  Immunglobulinen zur intravenösen Verabreichung (IVIg).",9999-12-31,"X","X","hizentra",2,"CSL Behring AG"
67519,"Berinert SC, Pulver und Lösungsmittel zur Herstellung einer Injektionslösung","PULP","B06AC01","BL","Z","",2020-06-16,"","B","06.01.1.","Routineprävention akuter Schübe bei hereditärem Angioödem",9999-12-31,"X","X","berinert sc",NA,"CSL Behring AG"
48198,"Urokinase HS medac, Pulver zur Herstellung einer Injektions-/Infusionslösung","PULVII","B01AD04","BT","Z","",1988-08-25,"","B","06.05.0.","Fibrinolyticum",9999-12-31,"","","urokinase hs medac",NA,"Regulix GmbH"
62444,"Willfact, Pulver und Lösungsmittel zur Herstellung einer Injektionslösung","PULMJ","B02BD10","BL","Z","",2012-11-22,"","B","06.01.1.","Von-Willebrand-Krankheit",9999-12-31,"X","X","willfact",NA,"Regulix GmbH"
66184,"Clottafact, Pulver und Lösungsmittel zur Herstellung einer Injektionslösung","PULMJ","B02BB01","BL","Z","",2017-06-27,"","B","06.01.1.","Kongenitale Hypo-, Dys- oder Afibrinogenämie mit Blutungsneigung",9999-12-31,"X","X","clottafact",NA,"Regulix GmbH"
66332,"Iqymune, Infusionslösung","LSINF","J06BA02","BL","Z","",2018-01-12,"","B","08.09.","Substitutionstherapie bei Erwachsenen sowie Kindern und Jugendlichen (0-18 Jahre) mit:
•	primären Immunmangelsyndromen (PID) mit beeinträchtigter  Antikörperproduktion
•	sekundärem Immunmangel (SID) bei Patienten mit schweren oder rezidivierenden Infektionen, unwirksamer antimikrobieller Behandlung und entweder nachgewiesenem Versagen spezifischer Antikörper (PSAF)* oder einer IgG-Konzentration im Blut von < 4 g/l
* PSAF = Nichterreichen eines mindestens zweifachen Anstiegs des IgG-Antikörpertiters für Impfstoffe mit Pneumokokken-Polysacchariden und Polypeptid-Antigenen
Immunmodulation bei Erwachsenen sowie Kindern und Jugendlichen (0 - 18 Jahre) mit:
•	primärer Immunthrombozytopenie (ITP) bei Patienten mit einem hohen Blutungsrisiko oder vor chirurgischen Eingriffen zur Korrektur der Thrombozytenzahl.
•	Guillain-Barré-Syndrom.
•	Kawasaki-Syndrom (zusammen mit Acetylsalicylsäure; siehe Abschnitt Dosierung/Anwendung)
•	Chronischer entzündlicher  demyelinisierender Polyradikuloneuropathie (CIDP)
•	Multifokaler motorischer Neuropathie (MMN)",9999-12-31,"X","X","iqymune",NA,"Regulix GmbH"
58314,"Privigen, Infusionslösung","LSPA","J06BA02","BL","Z","",2008-04-11,"","B","08.09.","Substitutionstherapie bei primären Immunmangelkrankheiten (PID) wie kongenitale Agammaglobulinämie und Hypogammaglobulinämie,allgemeine variable Immunmangelkrankheit, schwere kombinierte Immunmangelkrankheit, Wiskott-Aldrich-Syndrom
Sekundären Immundefekten (SID) bei Patienten, mit schweren oder wiederkehrenden Infektionen, ineffektiver antimikrobieller Behandlung und entweder nachgewiesenem ungenügendem Anstieg von Impfantikörpern (PSAF*) oder IgG-Serumspiegel von < 4 g/l. *PSAF = Ausbleiben eines mindestens 2-fachen Anstiegs der IgG-Antikörperkonzentration gegen Pneumokokken-Polysaccharide und Polypeptid-Antigen Impfstoff (PSAF = proven specific antibody failure). 
Immunmodulation: Primäre Immunthrombozytopenie (ITP) bei Kindern oder Erwachsenen mit einem hohen Blutungsrisiko oder vor chirurgischen Eingriffen zur Korrektur der Thrombozytenzahl, Guillain-Barré-Syndrom, Kawasaki-Syndrom, Chronisch inflammatorische demyelinisierende Polyneuropathie (CIDP), Multifokale motorische Neuropathie (MMN).
Allogene Knochenmarktransplantation",9999-12-31,"X","X","privigen",NA,"CSL Behring AG"
665,"Beriplex P/N, Pulver und Lösungsmittel zur Herstellung einer Injektionslösung","PULMJ","B02BD01","BL","Z","",2004-07-05,"","B","06.01.1.","Gerinnungsstörungen infolge Verminderung der Faktoren II, VII, IX und X",9999-12-31,"X","X","beriplex p/n",NA,"CSL Behring AG"
671,"Fibrogammin, Pulver und Lösungsmittel zur Herstellung einer Injektions-/Infusionslösung","SUPA","B02BD07","BL","Z","",2003-10-13,"","B","06.01.1.","Faktor XIII Mangel",9999-12-31,"X","X","fibrogammin",NA,"CSL Behring AG"
673,"Tetagam P, Injektionslösung","INLFS","J06BB02","BL","Z","",2004-08-24,"","B","08.09.","passive Immunisierung gegen Tetanus (Prophylaxe und Therapie)",9999-12-31,"X","X","tetagam p",NA,"CSL Behring AG"
674,"Hepatitis-B-Immunglobulin Behring, Injektionslösung","LSPA","J06BB04","BL","Z","",2004-03-01,"","B","08.09.","passive Immunisierung gegen Hepatitis B, ab Geburt",9999-12-31,"X","X","hepatitis-b-immunglobulin behring",NA,"CSL Behring AG"
687,"Berirab, Injektionslösung","SUPA","J06BB05","BL","Z","",2004-05-05,"","B","08.09.","Tollwutprophylaxe bei exponierten Personen (ausschliesslich in Verbindung mit einer Tollwutimpfung)",9999-12-31,"X","X","berirab",NA,"CSL Behring AG"
45780,"Haemate P, Pulver und Lösungsmittel zur Herstellung einer Injektionslösung","PULP","B02BD06","BL","Z","",1984-06-19,"","B","06.01.1.","Prophylaxe und Therapie von Blutungen bei Hämophilie A und beim von Willebrand Syndrom",9999-12-31,"X","X","haemate p",NA,"CSL Behring AG"
46928,"Kybernin P, Injektionslösung","PULP","B01AB02","BL","Z","",1994-11-24,"","B","06.01.1.","Substitutionstherapie bei kongenitalem Antithrombin-III-Mangel",9999-12-31,"X","X","kybernin p",NA,"CSL Behring AG"
47726,"Faktor X P Behring, Injektionspräparat","PULP","B02BD04","BL","Z","",1987-05-20,"","B","06.01.1.","Hämophilie B (angeborener oder erworbener Blutgerinnungsfaktor IX-Mangel), weitere Erkrankungen mit Faktor IX- oder Faktor X-Mangel",9999-12-31,"X","X","faktor x p behring",NA,"CSL Behring AG"
50203,"Haemocomplettan P, Pulver zur Herstellung einer Injektions-/Infusionslösung","PULPA","B02BB01","BL","Z","",1992-11-24,"","B","06.01.1.","primäre Fibrinogenmangelzustände 

erworbene Hypofibrinogenämie (schwere Leberparenchymschäden)",9999-12-31,"X","X","haemocomplettan p",NA,"CSL Behring AG"
51950,"Berinert IV, Pulver und Lösungsmittel zur Herstellung einer Injektionslösung","PULMJ","B06AC01","BL","Z","",1993-10-21,"","B","06.01.1.","Hereditäres Angioödem",9999-12-31,"X","X","berinert iv",NA,"CSL Behring AG"
52476,"Albumin CSL, Infusionslösung","LSPA","B05AA01","BL","Z","",1978-06-19,"","B","06.01.1.","Wiederherstellung und Erhaltung des Kreislaufvolumens, wenn ein Volumendefizit festgestellt wurde und die Verwendung eines Kolloidsangezeigt ist",9999-12-31,"X","X","albumin csl",NA,"CSL Behring AG"
53609,"Rhophylac, Injektionslösung","LSPA","J06BB01","BL","Z","",1996-03-08,"","B","08.09.","Prophylaxe der Rhesusimmunisierung",9999-12-31,"X","X","rhophylac",NA,"CSL Behring AG"
54824,"Beriate, Pulver und Lösungsmittel zur Herstellung einer Injektions-/Infusionslösung","PULP","B02BD02","BL","Z","",2000-03-24,"","B","06.01.1.","Hämophilie A (angeborener Faktor VIII-Mangel)

Faktor VIII Mangel",9999-12-31,"X","X","beriate",NA,"CSL Behring AG"
67775,"Trecondi, Pulver zur Herstellung einer Infusionslösung","PULVI","L01AB02","S","Z","",2020-08-10,"","A","07.16.1.","in Kombination mit Fludarabin im Rahmen einer Konditionierungstherapie vor einer allogenen hämatopoetischen Stammzelltransplantation (allo-HSCT) bei erwachsenen Patienten sowie Jugendlichen und Kindern älter als 1 Monat mit malignen und nicht malignen Erkrankungen",9999-12-31,"","","trecondi",NA,"IDEOGEN AG"
40454,"Indocid-Retard, Kapseln","RETH","M01AB01","S","Z","",1977-06-27,"","B","07.10.1.","Antirheumaticum",9999-12-31,"","","indocid-retard",NA,"Future Health Pharma GmbH"
45866,"Phosphonorm, Hartkapseln","KAHA","M05BX02","S","Z","",1984-02-17,"","B","07.99.0.","Phosphatbinder",9999-12-31,"","","phosphonorm",NA,"Salmon Pharma GmbH"
47141,"Nephrotrans, magensaftresistente Weichkapseln","KAPWM","A02AH","S","Z","",1986-04-07,"","B","07.99.0.","Metabolische Acidose",9999-12-31,"","","nephrotrans",NA,"Salmon Pharma GmbH"
50383,"Calcium-Carbonat Salmon Pharma 500 mg, Filmtabletten","TAB","A12AA04","S","Z","",1993-05-06,"","B","07.99.0.","Phosphatbinder",9999-12-31,"","","calcium-carbonat salmon pharma 500 mg",NA,"Salmon Pharma GmbH"
52622,"Calcium-Acetat Salmon Pharma 500 mg, Filmtabletten","TAB","V03AE07","S","Z","",1996-01-23,"","B","07.99.0.","Phosphatbinder",9999-12-31,"","","calcium-acetat salmon pharma 500 mg",NA,"Salmon Pharma GmbH"
55950,"Calcitriol Salmon Pharma, Kapseln","KAPS","A11CC04","S","Z","",2003-07-28,"","B","07.02.3.","Renale Osteodystrophie, Hypoparathyreoidismus, Rachitis, postmenopausale Osteoporose",9999-12-31,"","","calcitriol salmon pharma",NA,"Salmon Pharma GmbH"
56846,"Medikinet, Tabletten","TAB","N06BA04","S","Z","",2005-04-01,"","A+","01.10.2.","Psychostimulanzium",9999-12-31,"","","medikinet",NA,"Salmon Pharma GmbH"
56847,"Medikinet MR, Kapseln","KAHA","N06BA04","S","Z","",2006-03-16,"","A+","01.10.2.","Psychostimulanzium",9999-12-31,"","","medikinet mr",NA,"Salmon Pharma GmbH"
65401,"Sevelamercarbonate Salmon Pharma, Filmtabletten","FILM","V03AE02","S","Z","",2015-10-26,"","B","07.99.0.","Hyperphosphatämie bei erwachsenen Hämodialyse- oder Peritonealdialysepatienten",9999-12-31,"","","sevelamercarbonate salmon pharma",NA,"Salmon Pharma GmbH"
67475,"Attentin, Tabletten","TAB","N06BA02","S","Z","",2020-11-16,"","A+","01.10.2.","ADHS",2025-11-15,"","","attentin",NA,"Salmon Pharma GmbH"
26310,"Strath Rekonvaleszenz Tropfen, Tropfen zum Einnehmen","TROF","A13A","P","Z","",1960-09-12,"","E","07.99.0.","Bei chronischer Müdigkeit und zum Stärken in der Rekonvaleszenz",9999-12-31,"","","strath rekonvaleszenz tropfen",NA,"Bio-Strath AG"
66149,"Eplerenone mmpharm, Filmtabletten","FILM","C03DA04","S","Z","",2017-09-06,"","B","05.01.0.","Diureticum",9999-12-31,"","","eplerenone mmpharm",NA,"mmpharm GmbH"
55834,"Pentasa, Suppositorien","SUPP","A07EC02","S","Z","",2003-03-18,"","B","04.09.0.","Akutbehandlung aktive ulcerative Proktitis",9999-12-31,"","","pentasa",3,"Ferring AG"
57151,"Minirin Melt, Sublingualtabletten","SUBL","H01BA02","S","Z","",2006-06-29,"","B","07.03.2.","Diabetes insipidus centralis, Polyurie, Polydipsie nach Hypophysektomie; Enuresis nocturna",9999-12-31,"","","minirin melt",NA,"Ferring AG"
58079,"Pabal, Injektionslösung","LSINJ","H01BB03","S","Z","",2008-10-21,"","A","07.03.2.","Prävention uteriner Blutungen aufgrund einer postpartalen Uterusatonie",9999-12-31,"","","pabal",NA,"Ferring AG"
59455,"Firmagon, Pulver und Lösungsmittel zur Herstellung einer Injektionssuspension","PULP","L02BX02","S","Z","",2010-02-12,"","A","07.16.2.","GnRH-Rezeptorenblocker zur Behandlung von Prostatakarzinom",9999-12-31,"","","firmagon",NA,"Ferring AG"
60371,"Menopur Multidose 600 I.U., 1200 I.U., Pulver und Lösungsmittel zur Herstellung einer Injektionslösung","PULMJ","G03GA02","BT","Z","",2010-11-16,"","A","07.08.1.","Stimulation des Follikelwachstums bei Infertilität",9999-12-31,"","","menopur multidose 600 i.u.",NA,"Ferring AG"
62754,"Picoprep, Pulver zur Herstellung einer oralen Lösung","PULO","A06AB58","S","Z","",2013-04-25,"","B","04.08.11","Darmreinigung vor Röntgenuntersuchungen, endoskopischen Untersuchungen, chirurgischen Eingriffen",9999-12-31,"","","picoprep",NA,"Ferring AG"
65869,"Cortiment MMX, Retardtabletten","RETT","A07EA06","S","Z","",2016-03-31,"","B","04.99.0.","Leichte bis mässig schwere Colitis ulcerosa",9999-12-31,"","","cortiment mmx",NA,"Ferring AG"
66816,"Testavan, Gel","GELK","G03BA03","S","Z","",2019-06-12,"","B","07.08.4.","Männlicher Hypogonadismus",9999-12-31,"","","testavan",NA,"Future Health Pharma GmbH"
67104,"Rekovelle Pen, Injektionslösung","LSPA","G03GA10","BT","Z","",2018-11-26,"","A","07.08.1.","Stimulierung der Follikelreifung bei ärztlich assistierten Reproduktionsprogrammen",9999-12-31,"","","rekovelle pen",NA,"Ferring AG"
67157,"Carbetocin Ferring, Injektionslösung","LSPA","H01BB03","S","Z","",2020-04-27,"","A","07.03.2.","Prävention uteriner Blutungen aufgrund einer postpartalen Uterusatonie",9999-12-31,"","","carbetocin ferring",NA,"Ferring AG"
28080,"Aldomet, Filmtabletten","FILM","C02AB01","S","Z","",1962-08-17,"","B","02.07.1.","Hypertonie",9999-12-31,"","","aldomet",NA,"Future Health Pharma GmbH"
55742,"Tractocile, Injektionslösung / Konzentrat zur Herstellung einer Infusionslösung","LSIN","G02CX01","S","Z","",2002-04-25,"","B","09.01.2.","Tokolyse in der 24. bis 33. Schwangerschaftswoche",9999-12-31,"","","tractocile",NA,"Ferring AG"
43585,"Minirin, Injektionslösung","LSINJ","H01BA02","S","Z","",1982-06-29,"","B","07.03.2.","Diabetes insipidus, Polyurie, Polydipsie nach Hypophysenoperationen",9999-12-31,"","","minirin",3,"Ferring AG"
44470,"Glypressin, Injektionspräparat","PULMJ","H01BA04","S","Z","",1982-12-02,"","B","06.02.0.","Notfallversorgung blutender Oesophagusvarizen",9999-12-31,"","","glypressin",NA,"Ferring AG"
47366,"Lutrelef, Injektionspräparat","PULMJ","H01CA01","BT","Z","",1986-08-04,"","B","07.03.1.","Hypothalamische Amenorrhoe, zentraler Hypogonadismus beim Mann",9999-12-31,"","","lutrelef",NA,"Ferring AG"
47502,"Pentasa, Depot-Tabletten","RETT","A07EC02","S","Z","",1989-09-25,"","B","04.09.0.","Colitis ulcerosa",9999-12-31,"","","pentasa",3,"Ferring AG"
47660,"Decapeptyl, Injektionslösung in einer Fertigspritze","INLFS","L02AE04","BT","Z","",1995-06-29,"","A","07.09.0.","Downregulation in der Reproduktionsmedizin",9999-12-31,"","","decapeptyl",NA,"Ferring AG"
48069,"Minirin, Nasenspray","NASSL","H01BA02","S","Z","",1987-01-13,"","B","07.03.2.","Diabetes insipidus, Polyurie, Polydipsie nach Hypophysenoperationen",9999-12-31,"","","minirin",3,"Ferring AG"
49002,"Minirin, Tabletten","TAB","H01BA02","S","Z","",1989-01-24,"","B","07.03.2.","Diabetes insipidus, Polyurie, Polydipsie nach Hypophysenoperationen; Enuresis nocturna",9999-12-31,"","","minirin",3,"Ferring AG"
50725,"Pentasa Klysma, Klistier","SUSC","A07EC02","S","Z","",1993-12-16,"","B","04.09.0.","Colitis ulcerosa",9999-12-31,"","","pentasa klysma",NA,"Ferring AG"
52277,"Norprolac, Tabletten","TAB","G02CB04","S","Z","",1994-01-20,"","B","07.03.1.","Dopamin D2-Rezeptor-Agonist zur Behandlung der Hyperprolaktinämie",9999-12-31,"","","norprolac",NA,"Ferring AG"
52711,"Octostim 15 ug, Injektionslösung","LSPA","H01BA02","BT","Z","",1994-06-20,"","B","06.02.0.","Leichte bis mittelschwere Hämophilie A, M. von Willebrand Typ I, urämische Thrombozytenfunktionsstörungen",9999-12-31,"","","octostim 15 ug",NA,"Ferring AG"
53431,"Pentasa, Depot-Granulat","GRAR","A07EC02","S","Z","",2000-06-28,"","B","04.09.0.","Colitis ulcerosa",9999-12-31,"","","pentasa",3,"Ferring AG"
